|ESTRUCTURA BDD EMPRESAS Y GRUPOS EMPRESARIALES |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Datos generales de la empresa|,,,,,,|Datos genericos de contacto1|,,,,,,,,,,|Datos genericos de contacto2|,,,,,,,,,,|Datos genericos de contacto3|,,,,,,,,,
|NOMBRE FISCAL|,|NOMBRE COMERCIAL|,|NIF/CIF|,|WEB|,|ES UN GRUPO?|,|GRUPO A QUE PERTENECE|,|DESCRIPCIÓN|,|DIRECCIÓN|,|CP|,|PROVINCIA|,|CIUDAD|,|TEL. FIJO|,|TELF. MOBIL|,|FAX|,|EMAIL|,|EMAIL ALTERNATIO|,|DESCRIPCIÓN|,|DIRECCIÓN|,|CP|,|PROVINCIA|,|CIUDAD|,|TEL. FIJO|,|TELF. MOBIL|,|FAX|,|EMAIL|,|EMAIL ALTERNATIO|,|DESCRIPCIÓN|,|DIRECCIÓN|,|CP|,|PROVINCIA|,|CIUDAD|,|TEL. FIJO|,|TELF. MOBIL|,|FAX|,|EMAIL|,|EMAIL ALTERNATIO|
|Redazione DAYTRAVEL|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Referenciarelojera|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Relaciones Gastronómicas|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Relojes Especiales|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Relojes y Estilográficas|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Resflex|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Revista lo Mas (Garraf y Baix Llobregat)|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Revistas Exclusivas S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|RIPLEY GESTORA DE CONTENIDOS, SL|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|RNE|,,,,|No|,|RTVE|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|RTVE|,,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Sants 3 Ràdio|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Sàpiens Publicacions|,,,,|No|,|Grup Cultura 03|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Grup Cultura 03|,,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|schau media Wien Ges.m.b.H.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Script Media Group Limited|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Sector Ejecutivo|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Selecpicur, S.L.|,,,,|No|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|SEMANA, S.L.|,,,,|No|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Servimedia S.A.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Sfera Editores España, S.L.U.|,,,,|No|,|Unidad Editorial, S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|South East Asian Airlines|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|SPAIN MEDIA MAGAZINES|,,,,|No|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Spirit Magazine Editorial Office - Pace Communications, Inc.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Staff Empresarial|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Stilgraphic S.L. |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Swiss International Airlines Ltd.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|T&M Media GmbH & Co. KG|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|TALLER DE EDITORES, S.A.|,,,,|No|,|VOCENTO S.A.,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Taznia Media S.L|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|TCB Publishing (Pty) Ltd|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Televisió de Catalunya, S.A. |,,,,|No|,|Corporació Catalana de Mitjans Audiovisuals|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|TFI-Verlagsgesellschaft mbH|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|The Indian Express Ltd|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|THEPLANNER.be bvba|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Tiempodelujo|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Titania Compañía Editorial, S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Total Hospitality Ltd|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|tourism trend media GmbH|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|TourMaG.com|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Tourpress Holland|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|TPI Grupo|,,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Travel Agent Book Srl|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Travel and Tourism News|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Travel Media Applications|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|TravelPlus|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|TTG  |,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Turismo & Attualità|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Tuttoturismo di Riccardo Paolotti & C. s.a.s|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|TVE|,,,,|No|,|RTVE|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Ulisse Alitalia Magazine|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Unidad Editorial Información Deportiva S.L.U.|,,,,|No|,|Unidad Editorial, S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Unidad Editorial Información Económica, S.L.|,,,,|No|,|Unidad Editorial, S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Unidad Editorial Información General S.L.U.|,,,,|No|,|Unidad Editorial, S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Unidad Editorial Internet, S.L.|,,,,|No|,|Unidad Editorial, S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Unidad Editorial Revistas SLU|,,,,|No|,|Unidad Editorial, S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Unidad Editorial, S.L.|,|Unidad Editorial|,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Vakwereld BV|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Valenciana Editorial Interactiva S.L|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Verlagshaus Gruber GmbH 2013|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Vidapremium|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Vi-franc|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Vimomentspersones|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Viniesfera.com|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|VOCENTO S.A.,|,|VOCENTO|,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Voyager Magazine|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Werbe- und Verlags-Gesellschaft Ruppert mbH|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Xarxa Audiovisual Local (XAL)|,,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Zero Factory S.L.|,,,,|No|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|Zoom Ediciones, S.L.|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
|GRUPO G+J ESPAÑA|,|GRUPO G+J ESPAÑA|,,,|Si|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
